comments,sentiments,compound
every right thinking person knows that cultism is a thing dat thrives in The society and it berate common sense to  attest  it to  tribe abi youdo una usual yoruba vs igbo and other forms of bigotry ,neu,0.0
Shun tribalism,neu,0.0
"I already saw and read the SUG letter debunking and voiding this award,  they actually distanced themselves from it while admonishing those that want to tarnish its Image...Na true say bad News  fly faster o",pos,0.5754
"the sug is intelligent but you all may not understand,   in fact the person that came up with this idea must have lived in the western world,   see,   anything you can't stop,   the best way to control it is to embrace it",pos,0.1852
"from giving out this award,   before you know it cult go start beauty pageant and that will turn it into a social group",pos,0.8658
Eye and Aiye nko? Respected association my foot... you fit name your pikin Buhari?,pos,0.7149
"Freedom fighter ko,   freedom liberators ni,   cultists are useless,   they smell,   God despise their act and if they don't repent,   they will die like chicken and rot in hell where there is gnashing of teeth.",neu,-0.0258
wake me up I have fainted,neu,0.0
Thought buhari was the dumbest man alive..Not till you typed this..,neg,-0.5106
the origin of these groups was to fight against oppression but hoodlums took over from them.,neg,-0.2023
"I was about sayind same things..... Females like dating cultists,   they took pride in it",pos,0.5994
Make Una know say this country is damaged under a dullard administration,neg,-0.6705
"Maybe if we refine all these tagged 'Outlaw' groups,   they could do better than our Nigerian government...just thinking out loud",pos,0.4404
Probably social groups.,neu,0.0
"But from the onset of the institution,    the school was synonymous to cultism. ",neu,0.0
Some people accused the first rector of encouraged the groups.,pos,0.0772
This community is now a free to do anything you feel like,pos,0.7003
"Clearly,   this is nothing but just a sick joke from someone with a very weird sense of humor.",pos,0.8107
DISREGARDS FALSE INFORMATION. ,neg,-0.34
NAIRALAND I STRONGLY BELIEVED IN YOUR INFORMATION  BUT YET ACCORDING TO MY OWN FINDINGS THE INFORMATION SEEMS UNTRUE.,pos,0.1406
let's  protect the image of that great polytechnic. ,pos,0.7717
The student Union Executives of that polytechnic are very responsible and respectful set of people whose their pivotal roles can't be toe with. ,pos,0.7056
It's absolutely true that the Union awarded some set of students on the day of their SUG week ceremony but hence it's  very sardonic when some unprogressive elements are claiming that the Union gave such awards to some unregistered  groups which is totally nothing but fallacy. ,pos,0.7843
"Though,   I strongly believe the Management of that institution and even I was informed yesterday that the committee as been set aside to make some findings concerning the issues. Please let wait and see their feedback instead of spoiling the good image of school. Even three days ago the SUG President addressed the press to debunk the rumor. ",pos,0.743
STOP RUMOR AND PROTECT THE GOOD IMAGE OF THAT POLYTECHNIC. ,pos,0.5106
I write to express NOT to impress.,neg,-0.3412
What a shocker!,neg,-0.2244
Where did we really get it wrong as a people?,neg,-0.5209
What happened to our value system?,pos,0.34
Or is this also one of the signs of the end time?,neu,0.0
The only sensible comment so far.. People are too stupid to believe anything online without even thinking. The idiot that took the pic created those fake awards himself. Look well you will see his working tools in the background. Useless Jobless idiot. Maybe  op even  run am sef.,neg,-0.8689
"Do you know Nigerian Government incorporated NALT,   DNKI etc? ",neu,0.0
The SUG recognized and awarded the Organizations not the hoodlums that hijacked what the Organization stands for. ,pos,0.4019
Take a break and go read the objectives of those Organizations. That the Organizations has been bastarthised by some unscrupulous elements doesn't take away what the Organizations stands for.,neu,0.0
You must be from indommie generation if this is your first time of hearing Offa Poly.,neu,0.0
It used to be one of the leading.recognized poly those days .,neu,0.0
"It a lie the photos was photoshop bro is the work of the enemy of progress on campus...The president present gas cooker,  washing machine,   e.t.c to student",neg,-0.1779
They deserve award too  for looting and raping.. Nigeria which way forward,pos,0.5423
"Fake news be that ooo,   let's hear from the university first..",neg,-0.4767
Are SUG excos Jew men?  They all belong to one secret cult or the other.  Unless the OP doesn't know how the higher institutions operate then he must be naive and a complete simp,neg,-0.2732
"I don't trust the sug executive of that school,   is it not that same school that their Sug vice president was caught by men of the Nigerian police force some years back at 7/7 gathering in the state capital at night..",neg,-0.4023
"..bros,   this is end time: can you see the signals?",neu,0.0
"When leader is a cow,   nation will automatically become cow republic ",neu,0.0
We need to leave this country asap,neg,-0.0516
Ok... What about the EYE GROUP and the  AXE one too,neg,-0.2808
How did the SUG unite all groups together and gave them award without bloodshed or clash,pos,0.5423
The SUG is a great negotiator ,pos,0.6249
SAY NO TO CULTISM,neg,-0.296
Smart move by the SUG since it will bring peace to the school.,pos,0.7351
Our government have not been able to eradicate cultism since 4 decades. The best move a union leader could do in a volatile school like Offa is to unite the groups for the safety of the entire students. At least give them a reason to behave.,pos,0.8591
"Evil student union politics,  they are serving their friends,   they are all cultists in that SUG. nonsense.",neg,-0.6124
They are the Aloras,neu,0.0
Fake news...,neg,-0.4767
"Check the spellings.,  ..",neu,0.0
No cult group called Alora...that group has a name....,neg,-0.296
EYE is wrong spelling....,neg,-0.4767
Etc...,neu,0.0
No cult group called called Aye.....it has a name!,neg,-0.3595
"The older generation currently at the helm of affairs in this country needs to act fast and put laws in place to help protect the younger and unborn generations of this country. Agreed that they (older generation) spoilt this country but they can still do something to create a relatively liveable nation,   if not for the poor masses but for their own children. ",pos,0.8474
A time will come when looted funds in foreign banks cannot help your children. ,neg,-0.3089
Create a decent society for your born and unborn children to inherit. Bequeathing a better Nigerian society to your children is much better than any amount of money saved in foreign banks for them.,pos,0.8658
Let's stop all these mindless corruption and lawlessness going on in Nigeria today and think about posterity.,neg,-0.6249
Very bad,neg,-0.5849
A disclaimer from the SUG,neu,0.0
It is finished,neu,0.0
Its fake not real....show us the events and the presentation of the awards.,neu,-0.0258
The awards are fake to destroy the SUG. Look at what is written on the awards sef. Student Union Government instead of Students' Union Government. No SUG will inscribe such on the award,pos,0.1779
Secondly the Award says in Recognition of their contribution to development of students and the institution. The question is how have the cult groups contributed to the development of students and institution ? Those that did the awards to destroy the SUG are fucking mad na.,neg,-0.1263
"Third,    they put Eye group: the best students on campus.. How unreasonable is that. Are they students ?  ",pos,0.6369
These awards  were snapped in one room...fake news everywhere. Mischief makers at work!,pos,0.2003
This is my alma-mata....back in the days of KZ and co. There weren't stupid things like this...and this new generation doesn't want to learn from anybody...they believe that they have all that it takes...,pos,0.1139
Can you. Imagine? Give award to an occutist group?/where you are expected to abide by the rules and tenets of the school authority in everything you do....,pos,0.6322
Heard the Offa Poly SUG excos also addressed a press conference yesterday in support of a clampdown on Social media.,pos,0.4019
Who is to blame? ,neg,-0.34
government or parents?,neu,0.0
What's the solution to these manace and time bomb we are sitting on?,neg,-0.2263
"Theres nothing new in a shithole,    You gonna see alot of shitty.",neg,-0.5574
"People wise up,   maybe  ve pressurize the name comrade #adigun,  maybe his life at risk nah e make am do m dat way,  wiseup sorosoke wayray",neu,-0.0258
"It is scam fellas... The sug president is my friend and I spoke with him this week,   and I have the video o his press conference text me on Whatsapp for the video",neg,-0.128
Thanks..,neu,0.0
Most ppo don't really understand the structure of cult groups.. ,neu,0.0
"Who ever was in the background do souvenirs (branded handkerchief,   t shirts,   notebooks etc)",neu,0.0
For cult groups prepping for Xmas **convention**,neu,0.0
This means that they are supporting cultism in Nigerian universities.,pos,0.4404
"Thank you for having a brain that fully thinks logically. At least you gave the said SUG President the benefit of the doubt. The questions that came to mind when I saw the headline were: Why would a sane leader of an SUG openly do this? Why would he even print his names specially on the plaques? Where is he pictured handing these so-called awards? Why gifting awards to rival groups intolerant of one another,   if truly he belongs to one of these groups? If you can't answer sufficiently all these questions,   then it apparently is a case of blackmail and the SUG President might be a victim who needs help...",pos,0.8948
